hex_id,registered_population,registered_senior_population,demand_index_final,access_cost_m0,access_cost_m3,official_400m_ok_m0,vulnerable_m3_final,hidden_vulnerable_final,access_cost_m4_ref_min,senior_hidden_robust,district_name,admin_name,admin_code
8930e0363c7ffff,2402.8844374917007,679.9551656776907,0.2533225511078452,211.99078846397114,262.500207283787,True,True,True,5.010627493581024,True,금천구,시흥5동,11180610
8930e036507ffff,2423.7984082506878,421.37657875380125,0.30375088912779435,308.2409073043992,352.5485464272738,True,True,True,6.478042036833194,True,관악구,조원동,11210720
8930e03650fffff,2153.5947016147666,496.15978425668163,0.22508046018368427,328.0855307320815,355.16783992725027,True,True,True,6.557940485750079,True,금천구,독산3동,11180540
8930e036907ffff,3889.5277489619166,748.5598655910449,0.2975641477831135,670.8001704779352,894.2089145749861,False,True,False,14.108582193329916,False,관악구,남현동,11210630
8930e0369afffff,3766.9470148747814,724.8635855568373,0.33716228980660035,218.92480307291106,250.05004194651534,True,True,True,4.2974128010608466,True,관악구,남현동,11210630
8930e0369b3ffff,2954.1023925742443,667.5350273262083,0.2736699349819009,435.54807965446895,526.743007336112,False,True,False,9.533712212760193,False,동작구,사당4동,11200660
8930e0369b7ffff,2746.1983717646744,571.1975952969133,0.22636800220809744,371.6522415588778,411.0803630773372,True,True,True,7.346312957097157,True,동작구,사당1동,11200630
8930e0369d7ffff,3306.3072332150746,589.7071822605201,0.2405151474043814,368.13421000968464,515.113423961691,True,True,True,8.415662294919462,True,관악구,인헌동,11210620
8930e036c27ffff,2931.379319672239,425.2651252395216,0.2761469977864407,321.4196936650333,426.6130250320375,True,True,True,6.581080664539522,True,관악구,청룡동,11210800
8930e036c37ffff,2931.207321847206,425.2401729325606,0.25979275303718596,342.4851344532903,406.98349547044734,True,True,True,6.722856342971994,True,관악구,청룡동,11210800
8930e036c53ffff,2598.948524296182,805.0580316737146,0.2679857900296856,242.4448511737084,295.0067077530259,True,True,True,4.759102634150572,True,관악구,삼성동,11210820
8930e036c87ffff,3294.0519993054772,524.7761786256145,0.29392276636393094,302.1132538520751,393.7828257433858,True,True,True,6.0154566853805935,True,관악구,서원동,11210640
8930e036cb3ffff,3277.2533145479138,520.1529336383414,0.22462729986374558,228.31576080950722,334.2077812361538,True,True,True,5.335294940008971,True,관악구,서원동,11210640
8930e036cc7ffff,2717.228364098241,542.9267116561319,0.21897950449245093,599.9729667428796,1045.6653143251183,False,True,False,21.42754727309577,False,관악구,신원동,11210650
8930e036cd7ffff,2564.468443968469,523.2052391329776,0.27168383172285476,233.39893673992552,301.30212428014835,True,True,True,4.918349734534697,True,관악구,신원동,11210650
8930e036d13ffff,2937.771690523214,499.98614348327783,0.32502799590634734,303.9065515212768,368.21761660068734,True,True,True,6.054737203893473,True,관악구,중앙동,11210610
8930e036d23ffff,3056.5906686959297,549.2566385430308,0.29984707349616835,722.3223577690229,1003.7764263872216,False,True,False,15.073590296891435,False,관악구,행운동,11210570
8930e036d2bffff,3150.5922874562025,533.2769244016777,0.25169747154162425,436.82322886149814,571.4223829675398,False,True,False,8.983001171869152,False,관악구,행운동,11210570
8930e036d33ffff,3161.096573472809,538.0255780233249,0.25199972248589253,415.23058206560273,541.4434536909001,False,True,False,8.357317050173044,False,관악구,행운동,11210570
8930e036d37ffff,3253.1084037244286,653.2007224347698,0.2875953905617112,414.5893270151444,613.4971781773595,False,True,False,8.835542885025838,False,동작구,사당5동,11200670
8930e036d3bffff,3150.407404762511,533.2456307066287,0.2630160576410182,357.96601499578253,478.7728435099395,True,True,True,7.172827185938172,True,관악구,행운동,11210570
8930e036d83ffff,4365.118349643684,930.187324975931,0.42172277866610886,184.8955125689433,254.45177140400978,True,True,True,4.515601097753767,True,관악구,성현동,11210790
8930e036d8fffff,4043.7669836126242,833.312869300247,0.34113593096467254,161.22831843857685,201.00042793112834,True,True,True,3.4394087821575368,True,관악구,성현동,11210790
8930e036d97ffff,4313.359216832167,915.0811402080009,0.41187197572528106,263.1316956160728,315.18913260251713,True,True,True,5.358541302694083,True,관악구,성현동,11210790
8930e036da3ffff,4203.0954978370055,900.9128413918879,0.37011121538770086,149.90417788753265,200.97269076307646,True,True,True,2.942563491866382,True,관악구,성현동,11210790
8930e036da7ffff,3773.77892508662,819.11993383562,0.320716103155096,197.3223918275263,289.03750854195414,True,True,True,5.892987922985654,True,관악구,청림동,11210540
8930e036dbbffff,4365.7249965299125,930.3165987318995,0.3705424421357162,357.9892388682182,501.15630541108976,True,True,True,7.741782889358386,True,관악구,성현동,11210790
8930e036e17ffff,2599.084725896456,805.1002218868728,0.24110656132436983,663.5544418218067,950.6233760860116,False,True,False,15.34335594095484,False,관악구,삼성동,11210820
8930e036e8fffff,2598.9323084615608,805.0530086085097,0.2448002309611002,360.4695207445362,474.21677129838923,True,True,True,8.691516066412785,True,관악구,삼성동,11210820
8930e0a5007ffff,638.679947019489,163.15550621625718,0.050841304802530025,1298.0788612302974,1426.8082231200522,False,False,False,26.225629435919462,False,강서구,방화2동,11160710
8930e0a502fffff,726.5192612807542,185.59470733861264,0.05963039635571615,2205.4430823526827,2360.8348265079885,False,True,False,43.54371609408246,False,강서구,방화2동,11160710
8930e0a503bffff,726.4182730985063,185.56890916211844,0.06121878525877859,3221.473113950946,3518.661973558872,False,True,False,64.31180739888676,False,강서구,방화2동,11160710
8930e0a5303ffff,1725.4395775584314,502.761683335825,0.18644037651213757,296.51840087359403,334.15812883138364,True,False,False,6.047875855195415,True,강서구,방화3동,11160761
8930e0a5313ffff,1725.3380503579742,502.732100157793,0.1530719310675757,305.7704689355335,339.747589403543,True,False,False,6.048282882622748,True,강서구,방화3동,11160761
8930e0a532bffff,1127.107787611245,169.5044755092011,0.06500325579800519,784.0957528083785,843.5949814026783,False,False,False,15.634944758901078,False,강서구,가양1동,11160751
8930e0a5337ffff,1725.854579202336,502.88260726025004,0.14998710067736057,1567.0621071584262,1670.2313278896322,False,True,False,30.873641250644738,False,강서구,방화3동,11160761
8930e0a536bffff,2372.540821542947,481.6471684440199,0.2656807972015731,296.2374560703484,329.0468337263721,True,True,True,6.127340385073175,True,강서구,방화1동,11160700
8930e0a5393ffff,726.5037885665246,185.59075471956695,0.06362904398659727,768.3967317090542,834.9944123995592,False,False,False,15.1439678087057,False,강서구,방화2동,11160710
