hex_id,weather_profile,step_policy,access_cost_m4_senior_min,access_cost_m4_senior_reachable,senior_vulnerability_m4,senior_vulnerable_m4,senior_hidden_m4,access_min_speed_very_slow,access_min_speed_slow,access_min_speed_base,access_min_speed_optimistic
8930e036517ffff,dry,steps_allowed,3.0803884122413265,True,0.00944537949562573,False,False,3.9604993871674203,3.4654369637714924,3.0803884122413265,2.5909809074927046
8930e03651bffff,dry,steps_allowed,0.5156848334259688,True,0.001435270118790711,False,False,0.6630233572619599,0.5801454376042149,0.5156848334259688,0.4337535982087588
8930e036523ffff,dry,steps_allowed,2.1607093275356166,True,0.009703550746032857,False,False,2.77805484968865,2.4307979934775688,2.1607093275356166,1.8174190605439766
8930e036527ffff,dry,steps_allowed,0.34445462987528974,True,0.0015249156077143198,False,False,0.44287023841108686,0.38751145860970093,0.34445462987528974,0.28972819335304745
8930e03652bffff,dry,steps_allowed,3.177465355965861,True,0.015174117402258231,False,False,4.085312600527536,3.5746485254615936,3.177465355965861,2.67263441156007
8930e03652fffff,dry,steps_allowed,3.8110162792416578,True,0.018656177364675928,False,False,4.8998780733107035,4.287393314146865,3.8110162792416578,3.2055277115116745
8930e036533ffff,dry,steps_allowed,4.845050881749475,True,0.019481376491503968,False,False,6.229351133677897,5.450682241968159,4.845050881749475,4.075276442593016
8930e036537ffff,dry,steps_allowed,2.0431881990951184,True,0.008216093209929437,False,False,2.626956255979438,2.2985867239820084,2.0431881990951184,1.7185695132575762
8930e03653bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036543ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036547ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03654bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03654fffff,dry,steps_allowed,1.7948905471110055,True,0.00765490251284164,False,False,2.30771641771415,2.0192518654998812,1.7948905471110055,1.5097210209344905
8930e036553ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036557ffff,dry,steps_allowed,3.0839100132350548,True,0.007011753463852211,False,False,3.965027159873642,3.4693987648894367,3.0839100132350548,2.5939430017864944
8930e03655bffff,dry,steps_allowed,1.743583373488919,True,0.005155145873067194,False,False,2.2417500516286104,1.9615312951750339,1.743583373488919,1.466565454336474
8930e036563ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036567ffff,dry,steps_allowed,0.39607749833364153,True,0.0018914428223177039,False,False,0.5092424978575392,0.4455871856253467,0.39607749833364153,0.33314929766381063
8930e03656bffff,dry,steps_allowed,0.7357340002227666,True,0.003955222336636144,False,False,0.9459437145721286,0.8277007502506124,0.7357340002227666,0.6188416824303644
8930e03656fffff,dry,steps_allowed,1.7248992885275294,True,0.009111840092987062,False,False,2.2177276566782522,1.9405116995934706,1.7248992885275294,1.4508498688549312
8930e036573ffff,dry,steps_allowed,4.13090716242142,True,0.019724087965519995,False,False,5.311166351684683,4.647270557724098,4.13090716242142,3.4745948095133437
8930e036577ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03657bffff,dry,steps_allowed,1.8539807908838997,True,0.009036241425298274,False,False,2.3836895882793,2.085728389744387,1.8539807908838997,1.5594230951359904
8930e036583ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036587ffff,dry,steps_allowed,0.4975746737494851,True,0.0015461520558573995,False,False,0.6397388662493381,0.5597715079681708,0.4975746737494851,0.4185207536210622
8930e03658bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03658fffff,dry,steps_allowed,0.5877791800594091,True,0.0018021952791506394,False,False,0.7557160886478118,0.6612515775668353,0.5877791800594091,0.4943937028537086
8930e036593ffff,dry,steps_allowed,1.039803794501186,True,0.0031877663345365064,False,False,1.3368905929300963,1.1697792688138342,1.039803794501186,0.874601322477633
8930e036597ffff,dry,steps_allowed,3.200052696124205,True,0.009811336157703613,False,False,4.114353466445406,3.6000592831397302,3.200052696124205,2.6916331088895182
8930e0365a3ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e0365a7ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e0365abffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e0365afffff,dry,steps_allowed,3.0474858330017023,True,0.014507650779674135,False,False,3.918196071002189,3.428421562126915,3.0474858330017023,2.563305840842553
8930e0365b3ffff,dry,steps_allowed,1.9681994135388075,True,0.008563063287597325,False,False,2.530542103121324,2.2142243402311585,1.9681994135388075,1.6554948338176885
8930e0365b7ffff,dry,steps_allowed,4.023977072266609,True,0.01757027283594556,False,False,5.173684807199926,4.526974206299935,4.023977072266609,3.3846536121868676
