hex_id,analysis_valid_final,access_cost_m0,access_cost_m3,cost_m3_norm_final,demand_norm_final,demand_index_final,vulnerability_m3_final,vulnerability_threshold_final,official_400m_ok_m0,hidden_vulnerable_final,registered_population,registered_senior_population,registered_senior_share,poi_total_count,baseline_minmax_product_hidden,winsorize_1_99_product_hidden,log1p_product_hidden,rank_product_hidden,additive_minmax_hidden,delta_cost_m3_minus_m0,delta_pct_m3_over_m0,any_normalization_hidden_flag,robust_core_hidden_flag,variant_hidden_count,normalization_sensitive_flag,district_name,admin_name,admin_code
8930e036e8fffff,True,360.4695207445362,474.21677129838923,0.1149284893703177,0.45451638118196325,0.2448002309611002,0.052236881083306534,0.028838610230807495,True,True,2598.9323084615608,805.0530086085097,0.309762976891484,0,True,True,True,True,True,113.74725055385301,0.31555303294134923,True,True,4,False,관악구,삼성동,11210820.0
8930e0a534fffff,True,218.8642650459209,236.87539078622007,0.05740777737051835,0.4613193075591769,0.24833036663487673,0.02648331610507891,0.028838610230807495,True,False,2372.211064224379,481.58022473653136,0.20300901214032127,78,False,False,False,True,False,18.01112574029918,0.08229358838694012,True,False,1,True,,,
8930e0a536bffff,True,296.2374560703484,329.0468337263721,0.07974592595853748,0.4947553317423268,0.2656807972015731,0.03945472205271524,0.028838610230807495,True,True,2372.540821542947,481.6471684440199,0.20300901214032124,41,True,True,True,True,True,32.809377656023685,0.11075364368586917,True,True,4,False,강서구,방화1동,11160700.0
8930e0a537bffff,True,179.0380761248415,203.77272163018097,0.049385202062157664,0.5280481469985244,0.28295691461040107,0.026077764438070063,0.028838610230807495,True,False,2328.4859853033695,483.0546093130318,0.2074543769479018,93,False,False,True,True,True,24.734645505339472,0.13815298980364515,True,False,2,True,,,
8930e0a5a6bffff,True,195.83756007492084,211.95995331203864,0.051369413136650936,0.6575163379757575,0.3501398083014012,0.03377622840957449,0.028838610230807495,True,True,2764.3779069629522,1053.6933159592068,0.38116833205226747,12,True,True,True,True,True,16.12239323711779,0.08232533754479941,True,True,4,False,강서구,가양2동,11160650.0
8930e0ac1b3ffff,True,344.69366710986554,397.08785808933493,0.09623596304396957,0.3297844298604449,0.18007503968243188,0.031737122204526354,0.028838610230807495,True,True,2350.651107637029,541.2922907556401,0.23027334383951575,0,True,True,False,False,False,52.394190979469386,0.15200218622748757,True,False,2,True,양천구,신정3동,11150660.0
8930e0ac807ffff,True,334.33084208590645,440.37408055633045,0.10672656662397037,0.35781366489663624,0.19461981012730228,0.038188223945557855,0.028838610230807495,True,True,2342.1566990527326,485.2249232237972,0.2071701365754233,5,True,True,False,True,False,106.043238470424,0.31718054430400455,True,False,3,True,구로구,고척1동,11170610.0
8930e0ac80fffff,True,233.51102373744212,301.28680075313446,0.0730181616794523,0.4365259018418623,0.23546471424588883,0.03187431887795782,0.028838610230807495,True,True,2354.888166366252,476.4882226793537,0.20234006416304964,90,True,True,False,True,False,67.77577701569234,0.2902465842122249,True,False,3,True,구로구,고척1동,11170610.0
8930e0ac8c7ffff,True,370.3837421766939,406.120425717342,0.09842504494796847,0.5197558980511171,0.2786539481806705,0.05115699762765292,0.028838610230807495,True,True,2451.217474894036,566.2374217165988,0.23100252324248655,38,True,True,True,True,True,35.73668354064813,0.09648556205687808,True,True,4,False,구로구,고척2동,11170620.0
8930e0ac8d7ffff,True,107.92758579392321,118.3680573992302,0.02868701161569144,0.5667614306201918,0.30304579048294167,0.01625869174352734,0.028838610230807495,True,False,2522.337144565421,632.3499320898521,0.2507000039436842,104,False,False,True,False,True,10.440471605306982,0.0967358949846428,True,False,1,True,,,
8930e0ac90fffff,True,211.5858979668692,226.27460611525186,0.05483863127085881,0.4954165447620678,0.2660239100826373,0.027167965223689958,0.028838610230807495,True,False,2310.022447279224,368.2672308105354,0.15942149447261242,48,False,False,True,True,False,14.68870814838266,0.0694219619054322,True,False,2,True,,,
8930e0ac967ffff,True,101.17106993702029,112.22488833449842,0.02719818797366162,0.7101521767547759,0.3774532969223186,0.019314852393281366,0.028838610230807495,True,False,2545.2251450883236,485.640099793503,0.1908043776522766,786,False,False,True,False,True,11.053818397478125,0.1092586883222566,True,False,1,True,,,
8930e0ac96bffff,True,170.3608797102493,183.34402562183644,0.04443421906420048,0.5213273829277476,0.2794694141310849,0.02316477513717787,0.028838610230807495,True,False,2544.966134287489,485.59067939884443,0.19080437765227656,102,False,False,True,False,True,12.983145911587144,0.07620966699437658,True,False,1,True,,,
