district_name,admin_name,admin_code,candidate_hex_count,robust_core_hidden_count,normalization_sensitive_count,registered_population_sum,registered_senior_population_sum,mean_delta_cost_m3_minus_m0,p90_delta_cost_m3_minus_m0,mean_delta_pct_m3_over_m0
서대문구,남가좌1동,11130690.0,1,1,0,2784.8057127097986,427.86310124500295,24.528548479012215,24.528548479012215,0.09024074474352062
마포구,신수동,11140630.0,1,1,0,2511.3175605615347,426.5734850211107,24.873495438048963,24.873495438048963,0.08414010283651016
동작구,신대방2동,11200700.0,1,1,0,2445.475328186446,426.43208505282126,78.28819780792003,78.28819780792003,0.2865313269413072
서대문구,충현동,11130730.0,1,1,0,2250.713705381718,410.6257638390645,156.18919551116142,156.18919551116142,0.5842735344771216
송파구,잠실4동,11240750.0,1,1,0,2542.6044087116625,408.19374453204637,32.09453555499579,32.09453555499579,0.08891041108894576
송파구,가락1동,11240660.0,1,1,0,2381.8468328237846,403.09255706297654,24.186783410091266,24.186783410091266,0.07369778315379936
서초구,잠원동,11220550.0,1,1,0,2741.1250626078477,401.3424387693211,26.13618706215459,26.13618706215459,0.08286308815072586
구로구,구로1동,11170520.0,1,1,0,2295.502182491137,393.48882978556287,16.51446674503603,16.51446674503603,0.08056433752885461
송파구,문정2동,11240690.0,1,1,0,1999.7724312920539,361.06323421524496,19.920572222729106,19.920572222729106,0.09030589406040555
서초구,반포3동,11220590.0,1,1,0,2464.504519923546,352.0263376558135,28.212643555440536,28.212643555440536,0.08173224167658387
구로구,구로3동,11170540.0,1,1,0,1900.4125272648917,327.3946022160653,27.896616972788365,27.896616972788365,0.10134605981211962
노원구,공릉2동,11110560.0,1,1,0,1640.5844769525922,291.4873375629341,24.275766069209,24.275766069209,0.11566659292753752
서초구,반포4동,11220600.0,1,1,0,1763.0447445313816,289.9940201504902,18.435805492605112,18.435805492605112,0.0791824276132574
성동구,성수1가2동,11040660.0,1,1,0,1559.804465396542,276.1554445136859,22.943630018656165,22.943630018656165,0.08442867772402927
서초구,서초2동,11220520.0,1,1,0,2038.1667562779583,275.2656849918844,15.730052382595318,15.730052382595318,0.0846013631225705
송파구,잠실6동,11240770.0,1,1,0,1344.0175924732569,274.88497248515404,26.5265289812142,26.5265289812142,0.07963680022951242
마포구,서교동,11140660.0,1,1,0,1117.5892601602454,155.40289202815026,33.360277249495084,33.360277249495084,0.10863686717480592
금천구,가산동,11180510.0,1,1,0,1056.310853956567,130.94919269536916,12.942730571898522,12.942730571898522,0.06695691153453731
종로구,종로1·2·3·4가동,11010610.0,1,1,0,366.8512159564725,80.7855018912028,18.143475060569642,18.143475060569642,0.09754255401997214
성북구,동선동,11080830.0,4,0,4,8250.621868729817,1379.2192245346187,57.6931791652823,64.30031587921842,0.1924822639134113
중랑구,신내1동,11070690.0,3,0,3,6407.936265489161,1485.8805987504827,49.59362030266656,66.42482653076857,0.15775740015446824
강남구,도곡1동,11230660.0,3,0,3,6293.480356954387,1044.8891710999467,33.83287979840899,43.44114633859622,0.11351589538822525
서초구,양재1동,11220660.0,3,0,3,4550.6024032395935,942.5620477062685,46.64586812636128,68.1783735194692,0.1412649853064767
용산구,청파동,11030710.0,3,0,3,5002.050458376949,916.4660668198937,83.9386967413306,108.30319920458228,0.2677723450463125
성북구,정릉2동,11080630.0,2,0,2,4681.989962915175,1107.0708863331201,98.55662920994806,119.01763190867771,0.3173262169719256
양천구,신정4동,11150720.0,2,0,2,4903.627166767015,1105.2571992264766,28.506182180009148,29.19038036883463,0.10223683886691223
강북구,인수동,11090750.0,2,0,2,3811.24630408509,1092.1116740712941,92.2917886832596,134.90589284586187,0.29191209386707434
동대문구,전농2동,11060840.0,2,0,2,4615.232064551232,1079.011139658256,43.3912726118656,45.38524842601621,0.16007539307574575
서대문구,홍제3동,11130640.0,2,0,2,4145.392818813449,1027.2780497368433,112.02084762926728,117.39964718828641,0.39643703820798015
강북구,송천동,11090720.0,2,0,2,3546.744666341237,1022.7982029017073,36.69870882993271,42.796681081709906,0.12058465145559456
구로구,고척1동,11170610.0,2,0,2,4697.044865418984,961.7131459031509,86.90950774305817,102.21649232495083,0.3037135642581147
노원구,월계1동,11110510.0,2,0,2,4092.2398035085425,956.1227496786767,97.4372886222628,117.51379379086495,0.3228484182812623
노원구,하계1동,11110580.0,2,0,2,4400.621545305887,911.7332645672867,48.4580426389781,57.22819589029998,0.13713729529911148
서초구,방배1동,11220620.0,2,0,2,4228.511878266461,873.8358792403719,87.23791515151598,90.55396937905773,0.30329208663375107
서초구,방배2동,11220630.0,2,0,2,4094.9492185705685,867.5043315801495,44.656102562347144,50.8532642255053,0.15495937587556502
은평구,증산동,11120670.0,2,0,2,3934.808542222116,852.3425533310157,30.934074284279745,33.01400305881373,0.1015293595839378
중랑구,망우본동,11070730.0,2,0,2,3904.315816492969,845.0267355044441,60.14102896696323,65.76471204510895,0.16025915895494974
광진구,자양4동,11050670.0,2,0,2,4190.356779538475,828.2351722782288,26.771059428815278,27.84921175157992,0.07432064691838713
마포구,용강동,11140590.0,2,0,2,4862.248454174589,766.3027447749575,42.23294847722585,51.8222010219688,0.11673090401069816
동작구,대방동,11200680.0,2,0,2,4151.35453602579,724.4593852050732,52.24468525167258,65.6979274059295,0.19140026534869106
동대문구,용신동,11060810.0,2,0,2,3892.381911382983,702.4993316499258,42.488059307082494,43.792169774291416,0.12091002370632278
송파구,위례동,11240820.0,2,0,2,4867.055657813943,588.9539195270108,51.50424567956185,69.00482401752558,0.17447204111834683
광진구,화양동,11050530.0,2,0,2,4698.572556668388,421.72862058401597,37.93314747526151,41.1524418807259,0.11704306018824999
중랑구,면목3·8동,11070720.0,1,0,1,2466.977889909697,620.9622715390057,70.79087976654932,70.79087976654932,0.21731469783960222
도봉구,방학2동,11100560.0,1,0,1,2066.5286002559487,607.5418553959013,30.929583913595764,30.929583913595764,0.10962387714305151
강북구,우이동,11090740.0,1,0,1,2015.8676073007257,582.9498633494793,45.07154920225213,45.07154920225213,0.1239429944436655
중랑구,면목4동,11070540.0,1,0,1,2359.56992113769,582.3230740002798,33.87268329630655,33.87268329630655,0.10814784584902215
중랑구,중화2동,11070620.0,1,0,1,2354.752006409954,563.504491873176,24.15789082825836,24.15789082825836,0.07285984861552783
강남구,수서동,11230750.0,1,0,1,1403.552714099978,560.410593677151,30.235098602562346,30.235098602562346,0.09169386213083464
영등포구,대림1동,11190700.0,1,0,1,2287.0313801180505,555.2116246539823,36.83856632059013,36.83856632059013,0.12285686175226243
송파구,풍납1동,11240510.0,1,0,1,2043.0524026517996,545.8739295426706,31.384290355114615,31.384290355114615,0.08863399248018075
도봉구,창3동,11100610.0,1,0,1,2034.9528066536907,544.9636519684364,32.64748458562582,32.64748458562582,0.11884672748274291
양천구,신정3동,11150660.0,1,0,1,2350.651107637029,541.2922907556401,52.394190979469386,52.394190979469386,0.15200218622748757
은평구,신사2동,11120660.0,1,0,1,2233.5398135035625,539.9753634692634,152.90649640894028,152.90649640894028,0.753832626711739
영등포구,대림3동,11190720.0,1,0,1,2256.641495082453,533.0191567822715,24.94704666088893,24.94704666088893,0.08493067984831446
강서구,등촌3동,11160540.0,1,0,1,1991.0808496391696,531.6505931792949,24.33874655035345,24.33874655035345,0.07328130443927619
마포구,도화동,11140750.0,1,0,1,2606.738324614884,528.70241817704,55.940432714986116,55.940432714986116,0.16403507138895326
강북구,수유1동,11090630.0,1,0,1,1991.53237503905,521.7804792220165,104.70376626521369,104.70376626521369,0.3005086143549404
금천구,시흥1동,11180570.0,1,0,1,2226.0797775389874,510.5582262518523,56.45584499615822,56.45584499615822,0.2244070728653213
금천구,독산3동,11180540.0,1,0,1,2153.5947016147666,496.15978425668163,27.08230919516876,27.08230919516876,0.08254649065058738
송파구,잠실7동,11240780.0,1,0,1,1850.3983555583798,484.3922890085908,25.747488861539182,25.747488861539182,0.07476628964233542
구로구,구로5동,11170560.0,1,0,1,2393.4472381300743,479.8348540799459,40.986300578676776,40.986300578676776,0.14335587932500976
금천구,독산1동,11180520.0,1,0,1,2473.132745484962,477.4714815971403,26.54023787621253,26.54023787621253,0.094643175774934
강북구,번1동,11090600.0,1,0,1,2107.06874510083,470.67310016220756,29.126826348852262,29.126826348852262,0.09520381100206299
양천구,신월3동,11150590.0,1,0,1,1781.3939345899807,470.5836102143958,56.474457377641954,56.474457377641954,0.19372184192382477
성동구,옥수동,11040730.0,1,0,1,2338.8507892659222,445.9964437847065,92.42250305941536,92.42250305941536,0.2999268942107725
용산구,이촌1동,11030630.0,1,0,1,2369.5294524034166,444.79412875003294,19.734599316882907,19.734599316882907,0.07037289912541243
중랑구,면목5동,11070550.0,1,0,1,2177.522305090842,432.99523070595023,19.47917600882306,19.47917600882306,0.07057120110091096
종로구,숭인2동,11010710.0,1,0,1,2293.2852260670443,423.97275179604304,172.47591532870229,172.47591532870229,0.5223091820281299
서대문구,홍은2동,11130680.0,1,0,1,1926.0817040277655,411.4238494131053,135.70578457213963,135.70578457213963,0.3655042014316149
강동구,강일동,11250750.0,1,0,1,2010.2368123077117,403.40461447945677,51.65676413829999,51.65676413829999,0.12938237193739596
영등포구,신길6동,11190680.0,1,0,1,2301.5923878293297,401.637668160179,29.41680436072022,29.41680436072022,0.09522589949101334
강남구,개포4동,11230710.0,1,0,1,2252.6921352840354,397.30069779962264,27.392117413017218,27.392117413017218,0.07132081738165783
성북구,삼선동,11080820.0,1,0,1,1943.7184481785569,389.1961421148075,91.47844045903224,91.47844045903224,0.2390203387486738
영등포구,당산1동,11190550.0,1,0,1,2186.5055870648953,374.2804361254286,28.65685951300634,28.65685951300634,0.08112914248184351
마포구,성산2동,11140730.0,1,0,1,1964.4219968390576,361.56132050198784,18.7869638031234,18.7869638031234,0.06694844832239646
은평구,진관동,11120710.0,1,0,1,1828.175867430487,345.87019566107534,25.33862971315608,25.33862971315608,0.07387072780393161
노원구,중계본동,11110600.0,1,0,1,2552.659153118111,337.5587119081765,181.5386916962097,181.5386916962097,0.48425666378560306
동대문구,이문1동,11060890.0,1,0,1,2594.381328985797,331.36408680287093,54.11171418555341,54.11171418555341,0.17448142604092523
마포구,성산1동,11140720.0,1,0,1,1790.9991088865224,322.5273573097781,96.9558417441146,96.9558417441146,0.3003176145870207
광진구,군자동,11050540.0,1,0,1,1870.9649043764487,313.85147314734223,30.485282921869896,30.485282921869896,0.08333001916635209
마포구,서강동,11140760.0,1,0,1,2003.5194060358394,306.48534711682294,124.86819798523624,124.86819798523624,0.41412958407968026
강남구,세곡동,11230760.0,1,0,1,1594.1204344516757,284.3078929827804,105.24671801395294,105.24671801395294,0.269178672863538
동대문구,회기동,11060710.0,1,0,1,2078.6716306184912,276.1535213013465,62.65375334800109,62.65375334800109,0.16918322704441555
마포구,연남동,11140710.0,1,0,1,1585.3135862231566,257.1779791318808,27.942893881130516,27.942893881130516,0.11784903220607265
강서구,방화2동,11160710.0,1,0,1,726.4535830609105,185.57792935261824,38.84100023815557,38.84100023815557,0.10061142173806689
용산구,한강로동,11030730.0,1,0,1,1034.4346708292737,163.2307184786292,27.30687525769372,27.30687525769372,0.07095994927186584
종로구,사직동,11010530.0,1,0,1,740.9465245038117,161.09471577632783,23.296951123763904,23.296951123763904,0.07322075949842385
강남구,삼성1동,11230580.0,1,0,1,680.4244400805484,140.16586505004145,26.509674118554813,26.509674118554813,0.09004570522132754
강서구,가양1동,11160751.0,1,0,1,1062.0395879432854,131.3585978060089,18.827581539783807,18.827581539783807,0.0698659501137652
중구,을지로동,11020600.0,1,0,1,465.58846613372555,79.31878062805916,43.40065669223617,43.40065669223617,0.1571755431905469
