district_name,admin_name,admin_code,candidate_hex_count,robust_core_hidden_count,normalization_sensitive_count,registered_population_sum,registered_senior_population_sum,mean_delta_cost_m3_minus_m0,p90_delta_cost_m3_minus_m0,mean_delta_pct_m3_over_m0
광진구,중곡2동,11050560.0,1,1,0,2690.9114700072546,543.6494580386312,23.93267876389791,23.93267876389791,0.07720152757573563
중구,다산동,11020700.0,1,1,0,2267.2900749334876,542.0574075744107,68.76597187351297,68.76597187351297,0.17398343619169404
강동구,명일2동,11250540.0,1,1,0,2857.299730877208,539.6055410677893,33.561064754645884,33.561064754645884,0.1143134020360081
동대문구,장안2동,11060880.0,1,1,0,2808.659129886503,538.963935502305,15.848134700214644,15.848134700214644,0.06171652645357212
강동구,성내3동,11250670.0,1,1,0,2507.7866759691237,538.8292159944607,19.222081382314798,19.222081382314798,0.07152816836532667
관악구,신사동,11210680.0,1,1,0,3112.3351215700523,538.7916332451284,32.83836054982538,32.83836054982538,0.12107418864617049
도봉구,창4동,11100620.0,1,1,0,2486.6389720087877,536.3669269533336,21.43586404535904,21.43586404535904,0.09075986846116682
송파구,문정1동,11240680.0,1,1,0,2756.8961562663176,530.574044318567,47.91669345335322,47.91669345335322,0.15759771926226934
도봉구,방학1동,11100550.0,1,1,0,2044.1989986509102,505.3625126798959,26.215407938923533,26.215407938923533,0.08809178892281039
성북구,월곡2동,11080720.0,1,1,0,2217.7527835348765,503.61964921585394,48.0538641064818,48.0538641064818,0.1692605097532052
양천구,목4동,11150540.0,1,1,0,2997.24672278589,495.2289569202466,42.03484106105344,42.03484106105344,0.12262192370914476
광진구,구의1동,11050600.0,1,1,0,3006.04052916689,493.0394676073929,19.225645487099143,19.225645487099143,0.08150236011931061
강남구,개포1동,11230680.0,1,1,0,2894.5727173938003,491.80921844728437,26.195424044678646,26.195424044678646,0.0997699163441917
영등포구,신길1동,11190630.0,1,1,0,2336.0546614063933,474.7176916294591,27.742671028990685,27.742671028990685,0.09016071865471248
노원구,중계1동,11110610.0,1,1,0,3911.669914772821,463.572608246326,21.865356157540646,21.865356157540646,0.08420088908718708
양천구,신정6동,11150690.0,1,1,0,2663.3417778818166,440.59286549556856,21.911866761684905,21.911866761684905,0.06492198471513105
송파구,송파2동,11240620.0,1,1,0,2348.858695286925,430.86413108578154,36.19010511905651,36.19010511905651,0.10031310189431811
