hex_id,access_cost_m0,access_cost_m3,cost_gap_m3_minus_m0,cost_gap_ratio_m3_over_m0,official_400m_ok_m0,hidden_vulnerable_final,registered_population,registered_senior_population,demand_index_final,m0_rank,m3_rank,rank_shift_m3_minus_m0,abs_rank_shift_m0_m3,m0_frozen_vulnerability,m3_under_m0_frozen_vulnerability,delta_vulnerability_m3_minus_m0,m0_frozen_vulnerable,m3_under_m0_frozen_vulnerable,new_environment_burden_vulnerable,resolved_environment_burden_vulnerable,m0_400_to_m3_over_400,diagnostic_label
8930e036053ffff,100.1042626974521,109.52625899766915,9.421996300217046,1.0941218290443175,True,False,2422.307472976914,366.0673207013839,0.1859375979635718,1443.0,1387.0,-56.0,56.0,0.008841856802468068,0.009674068536864304,0.0008322117343962359,False,False,False,False,False,no_crossing
8930e036057ffff,0.0,0.0,0.0,,True,False,2290.9647358138723,462.6162257527241,0.16648089341881556,225.5,225.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,no_crossing
8930e036063ffff,97.20677230776326,116.64696256006195,19.44019025229869,1.1999880233729985,True,False,2226.1762252013305,510.58034681909743,0.3384359181182851,1409.0,1490.0,81.0,81.0,0.01598365094883128,0.019180189708371993,0.003196538759540714,False,False,False,False,False,no_crossing
8930e036067ffff,133.4516374365861,154.76380588009613,21.312168443510018,1.1596995649726456,True,False,2227.3311894683084,510.96848782338736,0.24331651776913193,1963.0,2001.0,38.0,38.0,0.015608625268349958,0.01810131593352649,0.0024926906651765307,False,False,False,False,False,no_crossing
8930e03606bffff,92.0526633423307,102.32284501672012,10.27018167438942,1.1115685445862233,True,False,2226.128008763219,510.5692882310959,0.24301350139079758,1329.0,1302.0,-27.0,27.0,0.010752643504541519,0.011952300290797723,0.0011996567862562046,False,False,False,False,False,no_crossing
8930e03606fffff,172.9652413662549,189.37061200670632,16.405370640451423,1.0948477885548864,True,False,2226.3067543290595,510.6102840749855,0.21997914869534482,2531.0,2432.0,-99.0,99.0,0.018215766485039777,0.019943491652978016,0.001727725167938239,False,False,False,False,False,no_crossing
8930e036073ffff,121.7202852999371,138.1625016544021,16.44221635446499,1.135081973509583,True,False,2226.045697514464,510.55040989367546,0.2696485304895021,1780.0,1778.0,-2.0,2.0,0.01583601207272291,0.0179751718360279,0.0021391597633049902,False,False,False,False,False,no_crossing
8930e036077ffff,197.01259947018315,230.09821604844757,33.08561657826442,1.1679365516075624,True,False,2226.224426939896,510.59140203571303,0.22903899513442938,2823.0,2884.0,61.0,61.0,0.021639044861988976,0.025273031436192746,0.00363398657420377,False,False,False,False,False,no_crossing
8930e03607bffff,188.99364077385877,201.0721922660024,12.078551492143617,1.0639098302074421,True,False,2225.997494566516,510.5393543996843,0.18676796791353317,2736.0,2579.0,-157.0,157.0,0.016771459188649966,0.01784332029772763,0.001071861109077664,False,False,False,False,False,no_crossing
8930e036083ffff,76.0919521012427,84.58440914685329,8.492457045610593,1.111607821998194,True,False,2422.517121990801,366.0990035713984,0.20524548477085433,1114.0,1078.0,-36.0,36.0,0.007454112536936269,0.008286049802113157,0.0008319372651768887,False,False,False,False,False,no_crossing
8930e036087ffff,0.0,0.0,0.0,,True,False,2422.7116003316014,366.1283937978437,0.2150496875044578,225.5,225.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,no_crossing
8930e03608bffff,114.77734885335451,135.42736641486084,20.65001756150633,1.1799137004627094,True,False,2422.464733831469,366.09108649508283,0.24382534920394122,1679.0,1743.0,64.0,64.0,0.013453608594416782,0.015874097101215217,0.002420488506798435,False,False,False,False,False,no_crossing
